job_id,canonical_role,skill,category
train-331,Data Engineer,Hive,Databases & Storage
train-331,Data Engineer,Java,Programming Languages
train-333,Other / Domain Specialist,Data Analysis,Data Science & AI
train-333,Other / Domain Specialist,R,Programming Languages
train-333,Other / Domain Specialist,SAS,Data Science & AI
train-333,Other / Domain Specialist,SQL,Databases & Storage
train-334,Other / Domain Specialist,Apache Spark,Data Science & AI
train-334,Other / Domain Specialist,Hadoop,Data Science & AI
train-334,Other / Domain Specialist,Hive,Databases & Storage
train-336,Data Engineer,Apache Spark,Data Science & AI
train-336,Data Engineer,Azure,Cloud & DevOps
train-336,Data Engineer,Data Science,Data Science & AI
train-336,Data Engineer,Hadoop,Data Science & AI
train-336,Data Engineer,Hive,Databases & Storage
train-336,Data Engineer,Machine Learning,Data Science & AI
train-336,Data Engineer,Python,Programming Languages
train-336,Data Engineer,SQL,Databases & Storage
train-340,Other / Domain Specialist,Java,Programming Languages
train-340,Other / Domain Specialist,JavaScript,Programming Languages
train-340,Other / Domain Specialist,MySQL,Databases & Storage
train-341,Other / Domain Specialist,Data Analysis,Data Science & AI
train-341,Other / Domain Specialist,SAS,Data Science & AI
train-344,Other / Domain Specialist,Data Analysis,Data Science & AI
train-345,Other / Domain Specialist,Data Analysis,Data Science & AI
train-345,Other / Domain Specialist,Machine Learning,Data Science & AI
train-345,Other / Domain Specialist,Python,Programming Languages
train-345,Other / Domain Specialist,R,Programming Languages
train-345,Other / Domain Specialist,SAS,Data Science & AI
train-346,Digital Marketing Specialist,Data Analysis,Data Science & AI
train-346,Digital Marketing Specialist,Google Analytics,BI & Analytics Tools
train-346,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-348,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-349,Other / Domain Specialist,Angular,Web & Frameworks
train-349,Other / Domain Specialist,CSS,Web & Frameworks
train-349,Other / Domain Specialist,Data Analysis,Data Science & AI
train-349,Other / Domain Specialist,HTML,Web & Frameworks
train-349,Other / Domain Specialist,Java,Programming Languages
train-349,Other / Domain Specialist,JavaScript,Programming Languages
train-349,Other / Domain Specialist,Node.js,Web & Frameworks
train-349,Other / Domain Specialist,jQuery,Web & Frameworks
train-350,Other / Domain Specialist,Data Analysis,Data Science & AI
train-350,Other / Domain Specialist,Data Mining,Data Science & AI
train-350,Other / Domain Specialist,Machine Learning,Data Science & AI
train-350,Other / Domain Specialist,Python,Programming Languages
train-350,Other / Domain Specialist,R,Programming Languages
train-350,Other / Domain Specialist,SAS,Data Science & AI
train-350,Other / Domain Specialist,SQL,Databases & Storage
train-350,Other / Domain Specialist,Tableau,BI & Analytics Tools
train-355,Other / Domain Specialist,Communication,Management & Soft Skills
train-356,Software Engineer,Agile,Management & Soft Skills
train-357,Digital Marketing Specialist,Data Analysis,Data Science & AI
train-357,Digital Marketing Specialist,Google Analytics,BI & Analytics Tools
train-357,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-358,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-359,Other / Domain Specialist,Data Analysis,Data Science & AI
train-359,Other / Domain Specialist,SAS,Data Science & AI
train-360,Other / Domain Specialist,Data Analysis,Data Science & AI
train-360,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-363,Machine Learning Engineer,Machine Learning,Data Science & AI
train-366,Other / Domain Specialist,Product Management,Management & Soft Skills
train-367,Business Analyst,Financial Analysis,Management & Soft Skills
train-367,Business Analyst,Oracle,Databases & Storage
train-367,Business Analyst,SQL,Databases & Storage
train-367,Business Analyst,SQL Server,Databases & Storage
train-368,Digital Marketing Specialist,CSS,Web & Frameworks
train-368,Digital Marketing Specialist,Data Analysis,Data Science & AI
train-368,Digital Marketing Specialist,HTML,Web & Frameworks
train-368,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-368,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-370,Other / Domain Specialist,Excel,BI & Analytics Tools
train-371,Business Analyst,Business Analysis,Management & Soft Skills
train-371,Business Analyst,Data Analysis,Data Science & AI
train-371,Business Analyst,Excel,BI & Analytics Tools
train-371,Business Analyst,SAS,Data Science & AI
train-371,Business Analyst,SQL,Databases & Storage
train-373,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-375,Other / Domain Specialist,Excel,BI & Analytics Tools
train-375,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-378,Data Analyst,Data Analysis,Data Science & AI
train-379,Business Analyst,Business Analysis,Management & Soft Skills
train-379,Business Analyst,Data Analysis,Data Science & AI
train-379,Business Analyst,Data Mining,Data Science & AI
train-379,Business Analyst,R,Programming Languages
train-379,Business Analyst,SAS,Data Science & AI
train-379,Business Analyst,SQL,Databases & Storage
train-381,Data Analyst,Power BI,BI & Analytics Tools
train-381,Data Analyst,SQL,Databases & Storage
train-381,Data Analyst,SQL Server,Databases & Storage
train-382,Digital Marketing Specialist,Data Analysis,Data Science & AI
train-382,Digital Marketing Specialist,Google Analytics,BI & Analytics Tools
train-382,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-385,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-386,Other / Domain Specialist,Azure,Cloud & DevOps
train-386,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-386,Other / Domain Specialist,Data Analysis,Data Science & AI
train-386,Other / Domain Specialist,Leadership,Management & Soft Skills
train-386,Other / Domain Specialist,SQL,Databases & Storage
train-386,Other / Domain Specialist,SQL Server,Databases & Storage
train-387,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-387,Other / Domain Specialist,Project Management,Management & Soft Skills
train-388,Business Analyst,Data Analysis,Data Science & AI
train-388,Business Analyst,Project Management,Management & Soft Skills
train-389,Business Analyst,Business Analysis,Management & Soft Skills
train-389,Business Analyst,Excel,BI & Analytics Tools
train-391,Other / Domain Specialist,Project Management,Management & Soft Skills
train-392,Other / Domain Specialist,Data Analysis,Data Science & AI
train-392,Other / Domain Specialist,R,Programming Languages
train-392,Other / Domain Specialist,SQL,Databases & Storage
train-398,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-398,Other / Domain Specialist,TypeScript,Programming Languages
train-399,Digital Marketing Specialist,Data Analysis,Data Science & AI
train-399,Digital Marketing Specialist,Google Analytics,BI & Analytics Tools
train-399,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-400,Other / Domain Specialist,ASP.NET,Web & Frameworks
train-400,Other / Domain Specialist,C,Programming Languages
train-400,Other / Domain Specialist,C#,Programming Languages
train-401,Other / Domain Specialist,Product Management,Management & Soft Skills
train-403,Other / Domain Specialist,Agile,Management & Soft Skills
train-403,Other / Domain Specialist,Oracle,Databases & Storage
train-403,Other / Domain Specialist,Project Management,Management & Soft Skills
train-404,Other / Domain Specialist,Data Analysis,Data Science & AI
train-405,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-406,Other / Domain Specialist,Java,Programming Languages
train-406,Other / Domain Specialist,REST API,Web & Frameworks
train-408,Data Engineer,Apache Spark,Data Science & AI
train-408,Data Engineer,Hadoop,Data Science & AI
train-408,Data Engineer,Java,Programming Languages
train-408,Data Engineer,NoSQL,Databases & Storage
train-408,Data Engineer,REST API,Web & Frameworks
train-410,Other / Domain Specialist,SQL,Databases & Storage
train-413,Software Engineer,CSS,Web & Frameworks
train-413,Software Engineer,Docker,Cloud & DevOps
train-413,Software Engineer,Git,Cloud & DevOps
train-413,Software Engineer,HTML,Web & Frameworks
train-413,Software Engineer,Java,Programming Languages
train-413,Software Engineer,JavaScript,Programming Languages
train-413,Software Engineer,Node.js,Web & Frameworks
train-413,Software Engineer,Python,Programming Languages
train-414,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-414,Other / Domain Specialist,Go,Programming Languages
train-415,Software Engineer,AWS,Cloud & DevOps
train-415,Software Engineer,Azure,Cloud & DevOps
train-415,Software Engineer,Docker,Cloud & DevOps
train-415,Software Engineer,JavaScript,Programming Languages
train-415,Software Engineer,Python,Programming Languages
train-416,Other / Domain Specialist,Excel,BI & Analytics Tools
train-417,Other / Domain Specialist,Data Analysis,Data Science & AI
train-417,Other / Domain Specialist,Python,Programming Languages
train-417,Other / Domain Specialist,R,Programming Languages
train-417,Other / Domain Specialist,SAS,Data Science & AI
train-418,Other / Domain Specialist,SQL,Databases & Storage
train-419,Digital Marketing Specialist,Data Analysis,Data Science & AI
train-419,Digital Marketing Specialist,Google Analytics,BI & Analytics Tools
train-419,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-419,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-420,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-422,Data Scientist,Communication,Management & Soft Skills
train-422,Data Scientist,Data Science,Data Science & AI
train-422,Data Scientist,Machine Learning,Data Science & AI
train-422,Data Scientist,Python,Programming Languages
train-422,Data Scientist,R,Programming Languages
train-423,Data Engineer,AWS,Cloud & DevOps
train-423,Data Engineer,Algorithms,Data Science & AI
train-423,Data Engineer,Apache Spark,Data Science & AI
train-423,Data Engineer,Data Science,Data Science & AI
train-423,Data Engineer,Hadoop,Data Science & AI
train-423,Data Engineer,Java,Programming Languages
train-423,Data Engineer,SQL,Databases & Storage
train-424,Business Analyst,Financial Analysis,Management & Soft Skills
train-424,Business Analyst,Project Management,Management & Soft Skills
train-425,Other / Domain Specialist,Data Analysis,Data Science & AI
train-425,Other / Domain Specialist,Leadership,Management & Soft Skills
train-425,Other / Domain Specialist,Python,Programming Languages
train-425,Other / Domain Specialist,SAS,Data Science & AI
train-426,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-426,Other / Domain Specialist,R,Programming Languages
train-427,Other / Domain Specialist,Data Analysis,Data Science & AI
train-427,Other / Domain Specialist,Hadoop,Data Science & AI
train-427,Other / Domain Specialist,Python,Programming Languages
train-429,Project Manager,ASP.NET,Web & Frameworks
train-431,QA / Test Engineer,Communication,Management & Soft Skills
train-432,Other / Domain Specialist,Communication,Management & Soft Skills
train-434,Other / Domain Specialist,Data Analysis,Data Science & AI
train-434,Other / Domain Specialist,Linux,Cloud & DevOps
train-434,Other / Domain Specialist,SAS,Data Science & AI
train-434,Other / Domain Specialist,SQL,Databases & Storage
train-435,Other / Domain Specialist,Java,Programming Languages
train-436,Other / Domain Specialist,Data Analysis,Data Science & AI
train-436,Other / Domain Specialist,Excel,BI & Analytics Tools
train-436,Other / Domain Specialist,Machine Learning,Data Science & AI
train-436,Other / Domain Specialist,Python,Programming Languages
train-436,Other / Domain Specialist,R,Programming Languages
train-436,Other / Domain Specialist,SAS,Data Science & AI
train-436,Other / Domain Specialist,SQL,Databases & Storage
train-438,Product Manager,Algorithms,Data Science & AI
train-438,Product Manager,Data Science,Data Science & AI
train-438,Product Manager,Machine Learning,Data Science & AI
train-438,Product Manager,Product Management,Management & Soft Skills
train-439,Business Analyst,Problem Solving,Management & Soft Skills
train-440,Other / Domain Specialist,Data Analysis,Data Science & AI
train-442,Other / Domain Specialist,Data Analysis,Data Science & AI
train-442,Other / Domain Specialist,Data Mining,Data Science & AI
train-442,Other / Domain Specialist,Excel,BI & Analytics Tools
train-442,Other / Domain Specialist,SAS,Data Science & AI
train-442,Other / Domain Specialist,SQL,Databases & Storage
train-446,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-448,Full Stack Developer,Java,Programming Languages
train-448,Full Stack Developer,JavaScript,Programming Languages
train-448,Full Stack Developer,Redis,Databases & Storage
